,,,,,,
3,79.325,1925,357,1923,1906,1312
2,82.304,17716,2948,21577,21490,15175
2,80.063,5417,988,27910,27783,3936
2,90.189,1641,142,29882,29724,2121
2,79.305,1928,358,1923,1907,1312
