,,,,,,
86,99.99,29882,3,29882,29882,55166
85,99.99,29882,3,29882,29882,55166
66,99.99,29882,3,29882,29882,55166
65,99.99,29882,3,29882,29882,55166
55,99.993,29878,2,29881,29878,55164
